Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB,year
Chicago Cubs,48,28.4,5.06,162,6220,5504,819,1399,269,30,196,786,140,34,570,1391,.254,.330,.421,.751,106,2316,95,77,15,52,11,1127,2023
Chicago White Sox,56,27.8,3.96,162,5980,5501,641,1308,264,13,171,617,86,22,377,1424,.238,.291,.384,.675,84,2111,122,52,16,29,19,1009,2023
Cincinnati Reds,65,26.8,4.83,162,6195,5499,783,1371,268,37,198,747,190,48,556,1500,.249,.327,.420,.746,98,2307,101,92,19,29,8,1107,2023
Cleveland Guardians,50,26.6,4.09,162,6096,5513,662,1379,294,29,124,622,151,36,471,1142,.250,.313,.381,.695,91,2103,108,55,13,44,40,1121,2023
Colorado Rockies,57,28.1,4.45,162,6055,5496,721,1368,305,31,163,685,76,25,447,1543,.249,.310,.405,.715,85,2224,124,59,11,41,8,1038,2023
Detroit Tigers,51,27.4,4.08,162,6080,5478,661,1292,245,29,165,635,85,23,508,1473,.236,.305,.382,.686,89,2090,107,49,13,31,10,1103,2023
Houston Astros,41,28.8,5.10,162,6253,5567,827,1441,280,22,222,799,107,32,550,1241,.259,.331,.437,.768,111,2431,124,72,14,40,17,1134,2023
Kansas City Royals,58,26.3,4.17,162,5985,5428,676,1325,258,43,163,651,163,47,411,1396,.244,.303,.398,.700,90,2158,96,71,14,58,12,1009,2023
Los Angeles Angels,66,28.6,4.56,162,6145,5489,739,1346,248,26,231,708,72,31,518,1524,.245,.317,.426,.743,101,2339,117,79,8,46,27,1102,2023
Los Angeles Dodgers,58,30.9,5.59,162,6333,5524,906,1422,303,20,249,877,105,25,644,1359,.257,.340,.455,.795,114,2512,98,85,5,69,29,1163,2023
Miami Marlins,52,29.4,4.11,162,6043,5497,666,1423,258,23,166,633,86,21,430,1287,.259,.316,.405,.721,90,2225,159,50,22,38,23,1097,2023
Milwaukee Brewers,58,27.7,4.49,162,6084,5386,728,1290,257,16,165,696,129,28,591,1412,.240,.319,.385,.704,92,2074,144,58,7,39,15,1075,2023
Minnesota Twins,48,28.6,4.80,162,6219,5489,778,1336,264,24,233,745,86,18,594,1654,.243,.326,.428,.753,105,2347,119,92,12,32,13,1138,2023
New York Mets,59,28.9,4.43,162,6056,5363,717,1276,221,21,215,692,118,15,525,1331,.238,.316,.407,.723,99,2184,105,107,19,38,11,1082,2023
New York Yankees,54,28.5,4.15,162,5973,5323,673,1207,221,15,219,650,100,30,557,1427,.227,.304,.397,.701,91,2115,119,47,9,36,18,1007,2023
Oakland Athletics,62,27.1,3.61,162,5966,5311,585,1187,225,21,171,563,149,31,498,1496,.223,.298,.370,.669,88,1967,125,85,28,36,12,1043,2023
Philadelphia Phillies,44,28.4,4.91,162,6207,5541,796,1417,291,29,220,771,141,26,539,1481,.256,.327,.438,.765,107,2426,110,69,13,42,22,1123,2023
Pittsburgh Pirates,58,27.3,4.27,162,6089,5406,692,1293,287,31,159,662,117,41,556,1464,.239,.315,.392,.707,91,2119,92,58,25,43,9,1111,2023
San Diego Padres,56,28.4,4.64,162,6180,5401,752,1316,273,14,205,719,137,32,653,1311,.244,.329,.413,.742,104,2232,134,57,22,44,16,1144,2023
Seattle Mariners,56,27.8,4.68,162,6201,5500,758,1332,283,12,210,728,118,30,548,1603,.242,.321,.413,.734,108,2269,95,111,4,37,14,1144,2023
San Francisco Giants,52,28.4,4.16,162,6095,5412,674,1271,256,13,174,651,57,16,544,1492,.235,.312,.383,.695,93,2075,116,81,17,39,19,1130,2023
St. Louis Cardinals,52,27.5,4.44,162,6204,5510,719,1376,264,12,209,697,101,29,570,1326,.250,.326,.416,.742,101,2291,122,70,13,37,17,1183,2023
Tampa Bay Rays,58,26.8,5.31,162,6164,5511,860,1432,282,24,230,827,160,41,514,1420,.260,.331,.445,.776,114,2452,109,95,6,38,7,1047,2023
Texas Rangers,48,28.3,5.44,162,6306,5595,881,1470,326,18,233,845,79,19,599,1416,.263,.337,.452,.790,116,2531,103,53,10,47,17,1164,2023
Toronto Blue Jays,46,28.8,4.60,162,6220,5562,746,1423,292,19,188,705,99,34,550,1303,.256,.329,.417,.745,105,2317,129,69,4,32,14,1170,2023
Washington Nationals,48,26.8,4.32,162,6085,5522,700,1401,279,26,151,665,127,29,423,1149,.254,.314,.396,.709,96,2185,112,78,20,38,6,1082,2023
League Average,49,28.0,4.62,162,6137,5481,748,1361,274,24,196,717,117,29,527,1395,.248,.320,.414,.734,100,2270,116,70,14,41,16,1099,2023
Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB,2023
,1457,28.0,4.62,4860,184104,164418,22432,40839,8228,712,5868,21512,3503,866,15819,41843,.248,.320,.414,.734,100,68095,3466,2112,429,1230,474,32964,2023
Arizona Diamondbacks,51,28.6,5.47,162,6284,5522,886,1452,271,37,211,845,119,30,569,1265,.263,.337,.440,.777,114,2430,112,84,34,66,17,1111,2024
Atlanta Braves,55,29.3,4.35,162,6075,5481,704,1333,273,15,213,674,69,20,485,1461,.243,.309,.415,.724,100,2275,119,58,9,39,11,1088,2024
Baltimore Orioles,60,26.9,4.85,162,6176,5567,786,1391,262,33,235,759,98,25,489,1359,.250,.315,.435,.751,115,2424,71,64,6,45,14,1108,2024
Boston Red Sox,57,27.3,4.64,162,6192,5577,751,1404,311,30,194,724,144,44,493,1570,.252,.319,.423,.741,108,2357,110,73,7,40,30,1116,2024
Chicago Cubs,56,27.8,4.54,162,6116,5441,736,1318,253,29,170,696,143,30,546,1362,.242,.317,.393,.710,100,2139,89,70,17,41,19,1105,2024
Chicago White Sox,63,27.8,3.13,162,5869,5383,507,1187,226,9,133,485,90,33,395,1403,.221,.278,.340,.618,76,1830,116,43,18,27,8,1014,2024
Cincinnati Reds,61,27.1,4.31,162,5970,5325,699,1230,257,29,174,663,207,45,496,1459,.231,.305,.388,.693,88,2067,86,87,18,43,7,989,2024
Cleveland Guardians,50,26.1,4.40,161,5927,5310,708,1263,245,18,185,670,148,46,466,1196,.238,.307,.395,.703,100,2099,111,87,17,43,30,978,2024
Colorado Rockies,54,27.9,4.21,162,6026,5454,682,1319,277,25,179,655,85,31,453,1617,.242,.304,.400,.704,87,2183,126,51,19,45,20,1028,2024
Detroit Tigers,48,26.7,4.21,162,6021,5442,682,1273,244,47,162,656,76,24,476,1461,.234,.300,.385,.685,92,2097,90,52,4,41,12,1045,2024
Houston Astros,55,28.8,4.60,161,6107,5530,740,1448,264,16,190,701,93,24,448,1176,.262,.322,.418,.741,110,2314,132,67,12,46,28,1113,2024
Kansas City Royals,50,28.0,4.54,162,5982,5421,735,1343,264,35,170,711,134,31,429,1161,.248,.306,.403,.710,101,2187,95,52,23,54,22,990,2024
Los Angeles Angels,64,27.3,3.92,162,5975,5357,635,1227,227,15,165,596,133,50,482,1416,.229,.301,.369,.671,89,1979,116,86,12,35,4,1015,2024
Los Angeles Dodgers,60,30.3,5.20,162,6255,5522,842,1423,291,26,233,815,136,23,602,1336,.258,.335,.446,.781,120,2465,99,64,10,51,33,1143,2024
Miami Marlins,70,27.2,3.93,162,6048,5522,637,1347,243,23,150,611,125,43,403,1410,.244,.300,.378,.678,87,2086,119,55,24,41,16,1059,2024
Milwaukee Brewers,56,26.3,4.80,162,6170,5472,777,1359,249,33,177,742,217,42,597,1459,.248,.326,.403,.729,102,2205,97,46,15,34,19,1113,2024
Minnesota Twins,52,28.7,4.58,162,6123,5490,742,1352,309,23,183,702,65,23,473,1306,.246,.315,.411,.726,104,2256,115,101,10,47,15,1087,2024
New York Mets,59,30.0,4.74,162,6166,5510,768,1357,279,15,207,735,106,22,514,1382,.246,.319,.415,.734,108,2287,105,92,10,36,11,1110,2024
New York Yankees,54,28.0,5.03,162,6245,5450,815,1352,243,15,237,782,88,26,672,1326,.248,.333,.429,.761,115,2336,138,49,14,57,26,1141,2024
Oakland Athletics,55,26.5,3.97,162,6034,5432,643,1267,240,19,196,619,98,26,493,1502,.233,.301,.393,.694,101,2133,105,53,19,37,11,1073,2024
Philadelphia Phillies,47,29.1,4.84,162,6166,5534,784,1423,285,24,198,750,148,30,515,1370,.257,.325,.425,.750,106,2350,107,62,13,40,21,1115,2024
Pittsburgh Pirates,56,28.5,4.10,162,6086,5477,665,1283,236,17,160,643,106,19,485,1506,.234,.301,.371,.672,88,2033,100,60,16,47,14,1112,2024
San Diego Padres,49,29.0,4.69,162,6103,5526,760,1456,259,18,190,726,120,28,458,1077,.263,.324,.420,.745,107,2321,133,56,28,31,18,1068,2024
Seattle Mariners,50,28.9,4.17,162,6067,5330,676,1195,228,13,185,642,140,28,571,1625,.224,.311,.376,.687,102,2004,106,116,14,34,14,1117,2024
San Francisco Giants,58,28.6,4.28,162,6062,5460,693,1303,266,30,177,661,68,22,492,1452,.239,.305,.396,.701,100,2160,115,52,10,47,15,1075,2024
St. Louis Cardinals,44,27.6,4.15,162,6114,5507,672,1363,257,21,165,639,91,29,478,1318,.248,.312,.392,.703,97,2157,91,56,17,47,10,1149,2024
Tampa Bay Rays,54,27.2,3.73,162,6006,5389,604,1241,245,23,147,564,178,53,493,1485,.230,.302,.366,.669,92,1973,87,78,10,32,15,1099,2024
Texas Rangers,57,28.1,4.22,162,6053,5472,683,1302,220,15,176,652,97,25,490,1284,.238,.305,.380,.686,100,2080,96,55,6,30,20,1084,2024
Toronto Blue Jays,56,28.0,4.14,162,6060,5410,671,1306,280,26,156,640,72,16,510,1233,.241,.313,.389,.703,98,2106,126,78,14,45,18,1106,2024
Washington Nationals,50,26.3,4.07,162,5971,5374,660,1306,267,18,135,621,223,73,456,1220,.243,.309,.375,.684,94,2014,115,73,26,40,11,1010,2024
League Average,48,27.9,4.39,162,6082,5456,711,1327,259,23,182,679,121,32,498,1373,.243,.312,.399,.711,100,2178,108,67,15,42,17,1079,2024
Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB,2024
,1454,27.9,4.39,4858,182449,163687,21343,39823,7771,697,5453,20379,3617,961,14929,41197,.243,.312,.399,.711,100,65347,3227,2020,452,1261,509,32361,2024
Arizona Diamondbacks,65,27.8,4.91,160,6134,5413,786,1361,274,37,212,765,121,39,537,1294,.251,.325,.433,.758,107,2345,106,80,37,64,21,1095,2025
Athletics,58,26.1,4.56,160,6079,5482,729,1390,292,16,218,705,80,28,496,1385,.254,.319,.432,.750,106,2368,115,43,18,35,14,1092,2025
Atlanta Braves,70,28.3,4.49,160,6122,5448,719,1338,240,18,189,697,81,24,571,1352,.246,.321,.400,.721,102,2181,97,51,15,36,14,1152,2025
Baltimore Orioles,70,26.6,4.21,160,5952,5355,674,1265,250,19,188,640,121,36,479,1439,.236,.305,.395,.701,97,2117,102,73,4,41,14,1033,2025
Boston Red Sox,55,27.6,4.88,160,6135,5497,781,1400,320,24,184,743,138,38,512,1398,.255,.324,.422,.746,107,2320,99,72,13,41,24,1110,2025
Chicago Cubs,52,28.4,4.90,160,6095,5433,784,1355,265,28,218,762,160,35,549,1260,.249,.321,.429,.749,115,2330,70,46,10,55,15,1098,2025
Chicago White Sox,62,26.9,3.96,160,5910,5304,634,1229,239,10,160,613,84,21,494,1344,.232,.301,.371,.672,88,1968,107,49,22,36,8,1045,2025
Cincinnati Reds,53,27.2,4.42,160,6003,5379,707,1318,248,23,164,669,105,30,518,1392,.245,.315,.391,.706,90,2104,105,50,12,44,15,1072,2025
Cleveland Guardians,45,27.4,3.94,160,5866,5244,631,1182,240,17,165,609,123,33,487,1327,.225,.296,.372,.668,85,1951,78,58,28,48,29,1003,2025
Colorado Rockies,57,26.7,3.71,160,5839,5345,594,1270,250,36,157,578,86,39,390,1510,.238,.293,.386,.679,80,2063,116,47,21,35,5,974,2025
Detroit Tigers,58,26.8,4.71,160,6021,5391,753,1331,244,36,197,719,60,16,504,1434,.247,.316,.415,.731,102,2238,87,65,5,50,12,1049,2025
Houston Astros,60,28.9,4.21,160,6010,5420,674,1354,246,12,174,643,81,26,466,1286,.250,.315,.396,.711,97,2146,123,69,16,38,15,1105,2025
Kansas City Royals,49,28.3,3.99,160,5922,5355,638,1319,286,22,156,627,108,42,426,1081,.246,.308,.395,.703,96,2117,96,69,29,40,18,1054,2025
Los Angeles Angels,65,27.9,4.19,160,5930,5311,670,1200,211,17,225,646,87,27,477,1607,.226,.298,.399,.698,92,2120,98,87,13,35,22,1007,2025
Los Angeles Dodgers,61,30.7,5.09,160,6113,5413,814,1369,252,21,240,781,88,25,574,1337,.253,.328,.440,.768,114,2383,107,56,13,54,33,1084,2025
Miami Marlins,56,25.7,4.41,160,6073,5482,705,1378,269,28,154,673,135,44,476,1236,.251,.315,.395,.710,96,2165,94,52,19,44,13,1103,2025
Milwaukee Brewers,55,26.9,4.99,160,6149,5445,798,1409,259,18,164,742,162,53,555,1247,.259,.332,.403,.736,105,2196,96,69,26,50,15,1139,2025
Minnesota Twins,57,28.1,4.20,160,5983,5363,672,1279,245,20,188,637,113,33,489,1345,.238,.311,.397,.707,94,2128,103,88,8,34,10,1075,2025
New York Mets,63,28.9,4.76,160,6100,5393,761,1346,259,19,223,742,144,18,550,1299,.250,.326,.429,.755,114,2312,117,87,14,53,28,1123,2025
New York Yankees,52,28.6,5.25,160,6169,5413,840,1358,255,20,269,811,133,37,633,1444,.251,.332,.454,.787,118,2460,104,54,7,53,47,1118,2025
Philadelphia Phillies,47,30.3,4.85,160,6099,5454,776,1417,268,24,211,751,124,30,526,1313,.260,.329,.434,.763,107,2366,94,60,15,41,19,1123,2025
Pittsburgh Pirates,57,29.1,3.62,160,5934,5309,579,1228,243,21,116,557,113,35,523,1404,.231,.305,.351,.655,82,1861,120,53,13,32,19,1111,2025
San Diego Padres,52,29.9,4.28,160,6013,5358,685,1351,249,18,148,646,106,30,504,1145,.252,.321,.388,.709,96,2080,103,57,48,44,18,1118,2025
Seattle Mariners,54,28.7,4.76,160,6129,5435,762,1332,232,9,237,730,158,37,540,1417,.245,.321,.422,.743,114,2293,102,89,24,38,29,1107,2025
San Francisco Giants,53,28.2,4.36,160,6008,5317,697,1250,237,28,170,664,68,23,551,1367,.235,.312,.386,.698,99,2053,103,65,22,52,14,1068,2025
St. Louis Cardinals,44,26.6,4.29,160,6000,5368,686,1318,262,8,146,650,87,26,474,1298,.246,.315,.379,.694,96,2034,114,88,25,40,17,1080,2025
Tampa Bay Rays,56,27.3,4.43,160,5969,5402,709,1358,241,16,181,675,191,48,460,1371,.251,.313,.402,.716,98,2174,107,46,16,43,10,1025,2025
Texas Rangers,52,29.0,4.21,160,5969,5372,674,1262,240,15,173,648,133,32,484,1306,.235,.303,.382,.685,100,2051,92,60,10,40,19,1055,2025
Toronto Blue Jays,58,28.1,4.88,160,6105,5441,780,1439,289,12,186,753,75,24,513,1079,.264,.333,.425,.757,107,2310,132,65,34,44,25,1112,2025
Washington Nationals,51,25.8,4.26,160,5916,5360,681,1303,257,28,158,651,130,48,439,1326,.243,.305,.390,.695,96,2090,102,57,18,40,11,979,2025
League Average,49,27.9,4.46,160,6025,5390,713,1324,255,21,186,684,113,33,507,1335,.246,.315,.404,.719,100,2177,103,64,18,43,18,1077,2025
